Job_Id,Creation_Date,Job_Title,Business_Unit,Country,City_or_Town,Institution,Qualifications_Type,Qualification_Name,Other_Qualifications,Professional_Qualification,General_Work_Experience,current_Salay,Expected_Salary,General_Availability,Gender,Current_Employer,Current_Title,Job_Experience_Level,Type_of_Employment,Eligibility_Namibia,Academic_Average,Campus_Hire_or_Experienced_Hire,Tax_Company_Experience,Interview_Score
77-799-4625,18/03/2023 8:34,Tax Intern | Tax,Tax,Namibia,Windhoek,University of Namibia (UNAM),Honours Degree/Honours Equivalent,None,NA,none,0 - 1 years,1179964,1095763,Available immediately,Female,City Of Windhoek,Intern,Entry Level,Contract,Yes,80-89%,Campus Hire,none,4.07
77-799-4625,19/03/2023 16:13,Tax Intern | Tax,Tax,Namibia,Windhoek,Namibia University of Science and Technology (NUST),Diploma,None,NA,none,2 - 3 years,654848,979584,Available immediately,Male,Phoenix Assurance Namibia,Claims Technician:Trainee,Entry Level,Contract,Yes,60-70%,Campus Hire,none,3.02
77-799-4625,10/03/2023 13:27,Tax Intern | Tax,Tax,South Africa,Johannesburg,Namibia University of Science and Technology (NUST),Bachelors Degree,None,NA,none,1 - 2 years,856800,831310,"Available immediately, Available at 24-hours’ notice, Available at 1-weeks’ notice, Available at 2-weeks’ notice, Must honour 30 day notice period (or longer)",Male,N/A,Mr,Entry Level,Contract,Yes,60-70%,Campus Hire,none,0
77-799-4625,31/03/2023 10:39,Tax Intern | Tax,Tax,Namibia,Windhoek,The International University of Management,Honours Degree/Honours Equivalent,Taxation Auditing Computer Literacy Managerial Accounting Professional Presentation Research Project Business Law Economics Accounting Mathematics For Business,NA,none,7-10 years,973315,968126,Available immediately,Female,Cambio Seguro Foreign Exchange,Consultant,Entry Level,Contract,Yes,60-70%,Campus Hire,none,4.28
77-799-4625,17/03/2023 12:06,Tax Intern | Tax,Tax,Namibia,Windhoek,University of Namibia (UNAM),Bachelors Degree (In progress),Final Semester Year,NA,none,7-10 years,804270,941276,Available immediately,Female,Namfisa,Regulatory Analyst,Entry Level,Contract,Yes,60-70%,Campus Hire,none,4.15
77-799-4625,13/03/2023 15:49,Tax Intern | Tax,Tax,Namibia,Windhoek,Namibia University of Science and Technology (NUST),Bachelors Degree,None,NA,none,4 - 5 years,1019699,1168183,Available at 2-weeks’ notice,Male,Olivier Attorneys,Legal Practitioner | Director,Entry Level,Contract,Yes,70-80%,Campus Hire,none,2.16
77-799-4625,30/03/2023 10:21,Tax Intern | Tax,Tax,Namibia,Rundu,Namibia University of Science and Technology (NUST),Honours Degree/Honours Equivalent,None,NA,none,Greater than 13 years,1169392,780748,Available at 24-hours’ notice,Female,Mpungu Security Cc,Finance Assistant (Internship),Entry Level,Contract,Yes,60-70%,Campus Hire,none,0
77-799-4625,28/03/2023 9:03,Tax Intern | Tax,Tax,Namibia,Karlsburg,Namibia University of Science and Technology (NUST),Bachelors Degree,Financial Accounting Taxation Auditing Management Accounting,NA,none,1 - 2 years,1078142,1096923,Available at 2-weeks’ notice,Female,//Kharas  Regional Council,Trainee Accountant,Entry Level,Contract,Yes,60-70%,Campus Hire,none,3.16
77-799-4625,28/03/2023 9:41,Tax Intern | Tax,Tax,Namibia,Swakopmund,University of Namibia (UNAM),College Certificate,None,NA,none,4 - 5 years,852168,891753,Available immediately,Male,Dynamic Marine Survey & Solutions,Financial Controller,Entry Level,Contract,Yes,60-70%,Campus Hire,none,0
77-799-4625,14/03/2023 6:50,Tax Intern | Tax,Tax,Kenya,Bungoma,The International University of Management,Diploma,Pursued A Diploma Course In Accounting But I Specifically Enjoyed Taxation The Most,NA,none,Greater than 13 years,915833,1121580,"Available immediately, Available at 2-weeks’ notice",Male,Tax Credit Consulting,Auditor (Backup),Entry Level,Contract,Yes,60-70%,Campus Hire,none,0
77-799-4625,27/03/2023 20:39,Tax Intern | Tax,Tax,Namibia,Windhoek,Namibia University of Science and Technology (NUST),Bachelors Degree (In progress),None,NA,none,4 - 5 years,767821,988893,Available immediately,Male,Old Mutual Finance,Collection Administrator (Private Payroll) (Intern),Entry Level,Contract,Yes,80-89%,Campus Hire,none,2.45
77-799-4625,16/03/2023 7:32,Tax Intern | Tax,Tax,Namibia,Windhoek,University of Namibia (UNAM),Bachelors Degree,I Registered As An Acca Student In March I Have Examinations Remaining Which Contain Applied Skills Examinations And Strategic Level Examinations I Am On Course To Write Audit And Assurance And Financial Reporting In September And Plan To Complete The Remaining Applied Skills Examinations In December This Will Bring My Total Completed Examinations Up To And Makes Me Eligible To Complete My Audit Articles At Deloitte,NA,none,2 - 3 years,1143353,747678,Must honour 30 day notice period (or longer),Male,Africa Tourist Info,Accounts Assistant,Entry Level,Contract,Yes,50-60%,Campus Hire,none,0
77-799-4625,19/03/2023 19:14,Tax Intern | Tax,Tax,Namibia,Windhoek,Namibia University of Science and Technology (NUST),Bachelors Degree (In progress),None,NA,none,5 - 7 years,664823,743669,Available at 1-weeks’ notice,Male,Ms Katherine Amakali,Personal Assistant,Entry Level,Contract,Yes,50-60%,Campus Hire,none,2.77
77-799-4625,20/03/2023 6:52,Tax Intern | Tax,Tax,Zimbabwe,Harare,Namibia University of Science and Technology (NUST),Honours Degree/Honours Equivalent,None,NA,none,1 - 2 years,1214590,1002340,Available at more than two month's notice,Male,Mnk Chartered Accountants,Supervisor,Entry Level,Contract,Yes,70-80%,Campus Hire,none,0
77-799-4625,06/04/2023 20:44,Tax Intern | Tax,Tax,Namibia,Windhoek,Namibia University of Science and Technology (NUST),Honours Degree/Honours Equivalent,I Have A Diploma In Accounting And Currently Im Doing My Bachelorhonorsrs Degree In Accounting,NA,none,1 - 2 years,750844,692304,Available immediately,Female,none,none,Entry Level,Contract,Yes,50-60%,Campus Hire,none,0
77-799-4625,17/03/2023 14:31,Tax Intern | Tax,Tax,Namibia,Windhoek,Namibia University of Science and Technology (NUST),Diploma,None,NA,none,5 - 7 years,1115406,767063,"Available immediately, Available at 24-hours’ notice",Male,none,none,Entry Level,Contract,Yes,60-70%,Campus Hire,none,5.45
77-799-4625,09/03/2023 10:03,Tax Intern | Tax,Tax,Namibia,Windhoek,Namibia University of Science and Technology (NUST),Honours Degree/Honours Equivalent,Majored In Information System Auditing,NA,none,7-10 years,1193734,751218,Available immediately,Male,Namibia University Of Science And Technology,Audit Senior,Entry Level,Contract,Yes,70-80%,Campus Hire,none,0
77-799-4625,01/04/2023 23:58,Tax Intern | Tax,Tax,Namibia,Windhoek,Namibia University of Science and Technology (NUST),Bachelors Degree,None,NA,none,1 - 2 years,1020690,1022002,Available immediately,Female,Namibia Institute Of Pathology Limited,Account Payable And Costing Intern,Entry Level,Contract,Yes,60-70%,Campus Hire,none,4.26
77-799-4625,13/03/2023 20:39,Tax Intern | Tax,Tax,Namibia,Windhoek,University of Namibia (UNAM),Honours Degree/Honours Equivalent,None,NA,none,Greater than 13 years,891327,1193984,Available immediately,Female,none,none,Entry Level,Contract,Yes,80-89%,Campus Hire,none,0
77-799-4625,04/04/2023 16:29,Tax Intern | Tax,Tax,Namibia,Windhoek,The Institute of Information Technology,Bachelors Degree (In progress),I Am Currently A Third Year Accounting Student,NA,none,5 - 7 years,1040175,761617,Available immediately,Male,Coca Cola Namibia Bottling Company Pty (Ltd),Finance Intern,Entry Level,Contract,Yes,60-70%,Campus Hire,none,4.45
77-799-4625,17/03/2023 18:48,Tax Intern | Tax,Tax,Namibia,Windhoek,Namibia University of Science and Technology (NUST),Honours Degree/Honours Equivalent,None,NA,none,1 - 2 years,769193,971069,Available immediately,Male,Kpmg Namibia,Audit Trainee,Entry Level,Contract,Yes,60-70%,Campus Hire,none,0
77-799-4625,29/03/2023 8:45,Tax Intern | Tax,Tax,Namibia,Windhoek,University of Namibia (UNAM),Honours Degree/Honours Equivalent,Accounting Auditing Taxation See The Academic Record,NA,none,5 - 7 years,1068725,1182188,Available immediately,Female,Qenorhway Consultancy,Part Time Business Accountant,Entry Level,Contract,Yes,60-70%,Campus Hire,none,3.07
77-799-4625,05/04/2023 10:01,Tax Intern | Tax,Tax,Namibia,Windhoek,University of Namibia (UNAM),Honours Degree/Honours Equivalent,None,NA,none,1 - 2 years,1232769,944120,Available at 1-weeks’ notice,Male,Radial Truss Industrial,Trainee Accountant,Entry Level,Contract,Yes,90-100%,Campus Hire,none,2.29
77-799-4625,28/03/2023 15:57,Tax Intern | Tax,Tax,Namibia,Windhoek,Namibia University of Science and Technology (NUST),Honours Degree/Honours Equivalent,None,NA,none,1 - 2 years,1150086,939031,Available immediately,Female,Ministry Of Health And Social Services,Trainee Accountant,Entry Level,Contract,Yes,60-70%,Campus Hire,none,2.38
77-799-4625,03/04/2023 13:14,Tax Intern | Tax,Tax,Namibia,Windhoek,University of Namibia (UNAM),Bachelors Degree (In progress),None,NA,none,None,1023841,1051228,Available immediately,Male,none,none,Entry Level,Contract,Yes,60-70%,Campus Hire,none,0
77-799-4625,17/03/2023 9:02,Tax Intern | Tax,Tax,Namibia,Keetmanshoop,Namibia University of Science and Technology (NUST),Bachelors Degree,None,NA,none,0 - 1 years,869065,878300,Available immediately,Male,Keetmanshoop Municipality,Finance Graduate Trainee,Entry Level,Contract,Yes,60-70%,Campus Hire,none,3.05
77-799-4625,27/03/2023 13:45,Tax Intern | Tax,Tax,Namibia,Windhoek,Namibia University of Science and Technology (NUST),Honours Degree/Honours Equivalent,None,NA,none,0 - 1 years,634093,636175,Must honour 30 day notice period (or longer),Male,Alexander Forbes Financial Services,Fund Bookkeeper,Entry Level,Contract,Yes,60-70%,Campus Hire,none,4.75
77-799-4625,09/03/2023 10:37,Tax Intern | Tax,Tax,Namibia,Windhoek,University of Namibia (UNAM),Honours Degree/Honours Equivalent,Postgraduate Studies In Financial Management,NA,none,Greater than 13 years,1220544,1100580,Must honour 30 day notice period (or longer),Female,Sisedi Investment Group,Trainee Investment Specialist,Entry Level,Contract,Yes,70-80%,Campus Hire,none,0
77-799-4625,18/03/2023 9:52,Tax Intern | Tax,Tax,Namibia,Windhoek,Namibia University of Science and Technology (NUST),Honours Degree/Honours Equivalent,Auditing Financial Accounting Financial Management Computerized Accounting Taxation Commercial Law Company Law Principle Of Management Business Statistics Micro And Macro Economics,NA,none,1 - 2 years,773354,1042744,Must honour 30 day notice period (or longer),Male,Office Of The Judiciary,Intern,Entry Level,Contract,Yes,50-60%,Campus Hire,none,5.02
77-799-4625,01/04/2023 9:10,Tax Intern | Tax,Tax,Namibia,Windhoek,The Institute of Information Technology,None of the Above,None,NA,none,7-10 years,859059,1111585,Available immediately,Female,Taresi Investment Cc,Administrative Assistant,Entry Level,Contract,Yes,70-80%,Campus Hire,none,0
77-799-4625,14/03/2023 7:24,Tax Intern | Tax,Tax,Namibia,Windhoek,The International University of Management,Bachelors Degree,The Bachelor Of Laws Degree Provides Students With The Basic Principles Of Law Legal Processes And Legal Concepts It Allows Students To Gain Profound Knowledge Of Litigation And Law Application And Procedures In Order To Operate With Adequate Proficiency In Positions Of Law Enforcement And Practice,NA,none,1 - 2 years,1144841,1198161,Must honour 30 day notice period (or longer),Male,Sisa Namandje & Company Incorporated,Candidate Legal Practitioner,Entry Level,Contract,Yes,50-60%,Campus Hire,none,4.08
77-799-4625,04/04/2023 11:47,Tax Intern | Tax,Tax,Namibia,Gobabis,University of Namibia (UNAM),Honours Degree/Honours Equivalent,None,NA,none,7-10 years,1126322,1116856,Available at 24-hours’ notice,Male,none,none,Entry Level,Contract,Yes,70-80%,Campus Hire,none,0
77-799-4625,15/03/2023 7:34,Tax Intern | Tax,Tax,Namibia,Windhoek,Namibia University of Science and Technology (NUST),Bachelors Degree,Auditing Accounting Financial Reporting Business Management,NA,none,Greater than 13 years,675439,842691,Available at 1-weeks’ notice,Male,Municipality Of City Of Windhoek,Asset Verification Officer,Entry Level,Contract,Yes,70-80%,Campus Hire,none,0
77-799-4625,05/04/2023 18:55,Tax Intern | Tax,Tax,Namibia,Windhoek,University of Namibia (UNAM),Bachelors Degree (In progress),I Am Doing My Studies On Distance,NA,none,Greater than 13 years,1137368,1146020,Available immediately,Female,"Bean Tree Coffee Shop, Maerua Super Spar",Waitress,Entry Level,Contract,Yes,60-70%,Campus Hire,none,3.32
77-799-4625,27/03/2023 10:17,Tax Intern | Tax,Tax,Namibia,Windhoek,University of Namibia (UNAM),Honours Degree/Honours Equivalent,I Did A Degree In Finance Management It Is All About How To Manage A Firm The Financial Positions Of A Firm It Also Entail Doing Clerical Work In Finance Departments,NA,none,0 - 1 years,756453,835557,Available immediately,Male,Directorate Of Education,Intern,Entry Level,Contract,Yes,60-70%,Campus Hire,none,2.61
77-799-4625,23/03/2023 9:32,Tax Intern | Tax,Tax,Namibia,Windhoek,The International University of Management,Bachelors Degree,None,NA,none,0 - 1 years,979363,733996,Available immediately,Male,Radial Truss Industries (Rti),Creditors Clerk,Entry Level,Contract,Yes,60-70%,Campus Hire,none,3.75
77-799-4625,31/03/2023 19:06,Tax Intern | Tax,Tax,Namibia,Windhoek,The Institute of Information Technology,Honours Degree/Honours Equivalent,None,NA,none,0 - 1 years,984494,750592,Available immediately,Male,Office Of The Prime Minister,Intern,Entry Level,Contract,Yes,60-70%,Campus Hire,none,3.07
77-799-4625,19/03/2023 14:24,Tax Intern | Tax,Tax,Namibia,Windhoek,University of Namibia (UNAM),Bachelors Degree (In progress),None,NA,none,3 - 4 years,1190508,711439,Available immediately,Male,none,none,Entry Level,Contract,Yes,60-70%,Campus Hire,none,0
77-799-4625,09/03/2023 15:34,Tax Intern | Tax,Tax,Namibia,Windhoek,University of Namibia (UNAM),Masters Degree,None,NA,none,4 - 5 years,706843,1129197,Must honour 30 day notice period (or longer),Female,Nampost Courier,Induction Clerk,Entry Level,Contract,Yes,70-80%,Campus Hire,none,2.22
77-799-4625,17/03/2023 21:57,Tax Intern | Tax,Tax,Namibia,Windhoek,Namibia University of Science and Technology (NUST),Bachelors Degree,None,NA,none,2 - 3 years,1007570,1230405,Available at 1-weeks’ notice,Female,none,none,Entry Level,Contract,Yes,50-60%,Campus Hire,none,2.38
77-799-4625,28/03/2023 17:11,Tax Intern | Tax,Tax,Namibia,Windhoek,Namibia University of Science and Technology (NUST),Honours Degree/Honours Equivalent,None,NA,none,1 - 2 years,1154596,640106,Available at 2-weeks’ notice,Female,City Of Windhoek,Student Intern,Entry Level,Contract,Yes,60-70%,Campus Hire,none,2.25
77-799-4625,08/03/2023 21:32,Tax Intern | Tax,Tax,Namibia,Windhoek,Namibia University of Science and Technology (NUST),Honours Degree/Honours Equivalent,I Obtained My Llb Degree From The University Of Namibia,NA,none,1 - 2 years,690778,704221,Available immediately,Female,Ministry Of Justice,Legal Intern,Entry Level,Contract,Yes,60-70%,Campus Hire,none,4.66
77-799-4625,14/03/2023 8:24,Tax Intern | Tax,Tax,Namibia,Windhoek,University of Namibia (UNAM),High School Certificate,None,NA,none,3 - 4 years,926020,866851,Available at 24-hours’ notice,Female,Karas Oil And Maintenance Purification Cc,Administrative Assistant,Entry Level,Contract,Yes,60-70%,Campus Hire,none,0
77-799-4625,10/03/2023 8:50,Tax Intern | Tax,Tax,Namibia,Windhoek,Namibia University of Science and Technology (NUST),Honours Degree/Honours Equivalent,Im A Th Year Accounting Student At The International University Of Management,NA,none,0 - 1 years,1054016,1003121,Available immediately,Male,Light Accounting,Accounting Assistant,Entry Level,Contract,Yes,60-70%,Campus Hire,none,0
77-799-4625,29/03/2023 18:50,Tax Intern | Tax,Tax,Namibia,Gobabis,Namibia University of Science and Technology (NUST),Diploma,None,NA,none,Greater than 13 years,960322,916251,Available immediately,Female,Mokganedi Tlhabanello High School,Teacher,Entry Level,Contract,Yes,70-80%,Campus Hire,none,2.5
77-799-4625,13/03/2023 19:13,Tax Intern | Tax,Tax,Namibia,Windhoek,Namibia University of Science and Technology (NUST),Honours Degree/Honours Equivalent,None,NA,none,0 - 1 years,773376,682517,Available immediately,Male,none,none,Entry Level,Contract,Yes,60-70%,Campus Hire,none,5.73
77-799-4625,02/04/2023 20:15,Tax Intern | Tax,Tax,Namibia,Lüderitz,University of Namibia (UNAM),Diploma,I Finished Studying For My Degree Programme Last Year But For Me To Obtain It I Need To Do An Internship For Months,NA,none,4 - 5 years,1025462,703947,Available at 1-weeks’ notice,Male,none,none,Entry Level,Contract,Yes,60-70%,Campus Hire,none,3.16
77-799-4625,14/03/2023 14:13,Tax Intern | Tax,Tax,South Africa,Pretoria,The International University of Management,Honours Degree/Honours Equivalent,None,NA,none,1 - 2 years,747258,713815,Must honour 30 day notice period (or longer),Male,South African Revenue Service (Sars),Functional Specialist: Financial Accounting,Entry Level,Contract,Yes,70-80%,Campus Hire,none,0
77-799-4625,13/03/2023 14:26,Tax Intern | Tax,Tax,Namibia,Windhoek,Namibia University of Science and Technology (NUST),Bachelors Degree (In progress),Th Year Accounting Student Raising Funds To Pay For Her Tuition Gap Year,NA,none,7-10 years,1122836,1220136,"Available immediately, Available at 24-hours’ notice",Male,Swakopmund Municipality,Intern: Assistant Accountant Revenue,Entry Level,Contract,Yes,60-70%,Campus Hire,none,2.26
77-799-4625,29/03/2023 9:59,Tax Intern | Tax,Tax,United Kingdom,Box,Namibia University of Science and Technology (NUST),Honours Degree/Honours Equivalent,None,NA,none,11 - 13 years,865797,984079,Available at 24-hours’ notice,Male,Ndjuluwa Academy,Administrator & Tutor,Entry Level,Contract,Yes,60-70%,Campus Hire,none,5.57
77-799-4625,14/03/2023 11:37,Tax Intern | Tax,Tax,Namibia,Windhoek,University of Namibia (UNAM),Bachelors Degree,Graduate Taxation Auditing Financial Accounting Management Accounting,NA,none,0 - 1 years,1061771,1034098,Must honour 30 day notice period (or longer),Female,Wecke & Voigts,Finance Intern,Entry Level,Contract,Yes,60-70%,Campus Hire,none,0
77-799-4625,28/03/2023 6:47,Tax Intern | Tax,Tax,Namibia,Walvis Bay,University of Namibia (UNAM),Bachelors Degree,None,NA,none,7-10 years,1222520,1220504,Available at 1-weeks’ notice,Male,Namibia Fish Consumption Promotion Trust,Creditors Clerk,Entry Level,Contract,Yes,60-70%,Campus Hire,none,4.18
77-799-4625,28/03/2023 9:08,Tax Intern | Tax,Tax,Namibia,Okahandja,The International University of Management,Bachelors Degree,None,NA,none,7-10 years,1185676,1082418,Available immediately,Male,P O Box,Intern,Entry Level,Contract,Yes,80-89%,Campus Hire,none,2.32
77-799-4625,27/03/2023 11:02,Tax Intern | Tax,Tax,Namibia,Windhoek,University of Namibia (UNAM),Diploma,None,NA,none,0 - 1 years,993179,1175405,Available immediately,Female,Elev Consulting Cc,Administrative And Finance Assistant,Entry Level,Contract,Yes,60-70%,Campus Hire,none,0
77-799-4625,23/03/2023 20:17,Tax Intern | Tax,Tax,South Africa,Johannesburg,University of Namibia (UNAM),Bachelors Degree,None,NA,none,1 - 2 years,1130635,1146033,Available immediately,Female,none,none,Entry Level,Contract,Yes,80-89%,Campus Hire,none,0
77-799-4625,01/04/2023 21:00,Tax Intern | Tax,Tax,Namibia,Windhoek,University of Namibia (UNAM),Diploma,I Obtained My Bachelors Degree In Accounting And Finance From The Namibian University Of Science And Technology In My Major Modules Was Financial Accounting Cost And Management Accounting Auditing And Taxation,NA,none,2 - 3 years,1081072,1229272,Available immediately,Female,Namibia Statistics Agency,Team Supervisor,Entry Level,Contract,Yes,60-70%,Campus Hire,none,5.87
77-799-4625,31/03/2023 7:55,Tax Intern | Tax,Tax,Namibia,Windhoek,The International University of Management,Honours Degree/Honours Equivalent,None,NA,none,4 - 5 years,629610,1152933,Available immediately,Female,Ministry Of Poverty And Social Welfare,Estates Administrator,Entry Level,Contract,Yes,60-70%,Campus Hire,none,3.12
77-799-4625,13/03/2023 8:46,Tax Intern | Tax,Tax,Namibia,Windhoek,The International University of Management,Bachelors Degree,My Major Modules Were Financial Accounting Auditing Taxation Management Accounting,NA,none,Greater than 13 years,986339,1220228,Available immediately,Female,Old Mutual Finance Namibia,Credit Monitoring Intern,Entry Level,Contract,Yes,70-80%,Campus Hire,none,2.94
77-799-4625,19/03/2023 0:13,Tax Intern | Tax,Tax,Namibia,Windhoek,Namibia University of Science and Technology (NUST),Bachelors Degree,None,NA,none,4 - 5 years,882847,1031972,Available immediately,Male,Deloitte Namibia,Internal Audit Intern (Ra),Entry Level,Contract,Yes,70-80%,Campus Hire,none,4.73
77-799-4625,05/04/2023 13:17,Tax Intern | Tax,Tax,Namibia,Windhoek,The Institute of Information Technology,Honours Degree/Honours Equivalent,Bachelor Degree In Charted Accountancy Course Prepare Student In Areas Such As Accountancy Finance Tax Auditing And Business Development Leadership The Course Will Enable You To Develop Advanced Skills And Knowledge Required Understanding The Process Of Audit And Assurance Of An Organization And The Importance Of Regulatory Framework,NA,none,7-10 years,1008982,997218,Available immediately,Male,Schmidtco Property Developers (Pty) Ltd,Accounting Clerk,Entry Level,Contract,Yes,60-70%,Campus Hire,none,4.86
77-799-4625,30/03/2023 17:59,Tax Intern | Tax,Tax,Namibia,Windhoek,Namibia University of Science and Technology (NUST),Bachelors Degree,None,NA,none,None,1144036,759609,Available immediately,Female,Moliere Property One Comma Two (Pty)Ltd,Assistant Accountant And Tax Officer,Entry Level,Contract,Yes,60-70%,Campus Hire,none,0
77-799-4625,14/03/2023 8:23,Tax Intern | Tax,Tax,Namibia,Windhoek,University of Namibia (UNAM),Honours Degree/Honours Equivalent,Honours Degree Obtained Upper Second Gpa Of,NA,none,3 - 4 years,691804,1028929,Available immediately,Female,Distell Namibia,Entry-Level Market Department Intern,Entry Level,Contract,Yes,70-80%,Campus Hire,none,2.62
77-799-4625,09/03/2023 15:46,Tax Intern | Tax,Tax,Namibia,Windhoek,University of Namibia (UNAM),Diploma,None,NA,none,1 - 2 years,1146275,633610,Available at 2-weeks’ notice,Female,N/A,Assistant Accountant,Entry Level,Contract,Yes,60-70%,Campus Hire,none,2.98
77-799-4625,18/03/2023 10:08,Tax Intern | Tax,Tax,Namibia,Windhoek,The International University of Management,Bachelors Degree,None,NA,none,2 - 3 years,1133258,779103,Available at 24-hours’ notice,Female,none,none,Entry Level,Contract,Yes,60-70%,Campus Hire,none,0
77-799-4625,23/03/2023 0:33,Tax Intern | Tax,Tax,Namibia,Windhoek,University of Namibia (UNAM),Honours Degree/Honours Equivalent,None,NA,none,7-10 years,822305,1025468,Available immediately,Male,Kleine Kuppe Private School,Relief Teacher,Entry Level,Contract,Yes,60-70%,Campus Hire,none,4.73
77-799-4625,28/03/2023 9:50,Tax Intern | Tax,Tax,Namibia,Windhoek,University of Namibia (UNAM),Honours Degree/Honours Equivalent,None,NA,none,2 - 3 years,722533,779069,Available immediately,Female,Cic Holdings Limited,Picker & Packer,Entry Level,Contract,Yes,60-70%,Campus Hire,none,4.43
77-799-4625,09/03/2023 5:54,Tax Intern | Tax,Tax,Namibia,Windhoek,Namibia University of Science and Technology (NUST),Bachelors Degree (In progress),None,NA,none,2 - 3 years,893028,1156874,Available at 1-weeks’ notice,Female,Business Partners International Namibia,Office Administrator,Entry Level,Contract,Yes,80-89%,Campus Hire,none,5.47
77-799-4625,27/03/2023 13:40,Tax Intern | Tax,Tax,Namibia,Windhoek,The International University of Management,Bachelors Degree (In progress),None,NA,none,None,800484,1145164,Available immediately,Male,Ministry Of Agriculture Water And Land Reform (Pcld),Finance Intern,Entry Level,Contract,Yes,70-80%,Campus Hire,none,0
77-799-4625,29/03/2023 11:04,Tax Intern | Tax,Tax,Namibia,Windhoek,University of Namibia (UNAM),Diploma,None,NA,none,None,714748,748639,Available immediately,Male,none,none,Entry Level,Contract,Yes,60-70%,Campus Hire,none,5.76
77-799-4625,09/03/2023 13:07,Tax Intern | Tax,Tax,Namibia,Windhoek,University of Namibia (UNAM),Honours Degree/Honours Equivalent,None,NA,none,0 - 1 years,1069589,1061532,Available immediately,Male,Old Mutual,Pension Fund Administrator,Entry Level,Contract,Yes,60-70%,Campus Hire,none,0
77-799-4625,01/04/2023 22:23,Tax Intern | Tax,Tax,Namibia,Windhoek,Namibia University of Science and Technology (NUST),Bachelors Degree,None,NA,none,0 - 1 years,921465,980455,Available immediately,Female,Kohango Lenders Cc,Administrative Officer,Entry Level,Contract,Yes,60-70%,Campus Hire,none,0
77-799-4625,31/03/2023 7:38,Tax Intern | Tax,Tax,Namibia,Windhoek,Namibia University of Science and Technology (NUST),Honours Degree/Honours Equivalent,None,NA,none,2 - 3 years,1013312,1093454,Available at 2-weeks’ notice,Male,Entrepo Finance (Pty) Ltd,Customer Services Care Consultant,Entry Level,Contract,Yes,60-70%,Campus Hire,none,5.94
77-799-4625,30/03/2023 11:31,Tax Intern | Tax,Tax,Namibia,Windhoek,The Institute of Information Technology,Honours Degree/Honours Equivalent,None,NA,none,5 - 7 years,704852,843345,Available immediately,Male,none,none,Entry Level,Contract,Yes,50-60%,Campus Hire,none,5.45
77-799-4625,09/03/2023 7:26,Tax Intern | Tax,Tax,Namibia,Windhoek,The Institute of Information Technology,Bachelors Degree,None,NA,none,0 - 1 years,663670,1166507,Available at 1-weeks’ notice,Male,Namibia Investment Promotion Development Board (Nipdb),Investment And New Venture Intern (Consultant),Entry Level,Contract,Yes,60-70%,Campus Hire,none,3.54
77-799-4625,28/03/2023 17:00,Tax Intern | Tax,Tax,Namibia,Windhoek,Namibia University of Science and Technology (NUST),Honours Degree/Honours Equivalent,None,NA,none,2 - 3 years,910522,710151,Available immediately,Male,Makalani Real Estates,Assistant Accountant,Entry Level,Contract,Yes,80-89%,Campus Hire,none,2.47
77-799-4625,29/03/2023 12:50,Tax Intern | Tax,Tax,Namibia,Windhoek,Namibia University of Science and Technology (NUST),Honours Degree/Honours Equivalent,None,NA,none,1 - 2 years,970342,828479,"Available immediately, Available at 24-hours’ notice",Female,Namibia Statistics Agency,Enumerator,Entry Level,Contract,Yes,50-60%,Campus Hire,none,4.03
77-799-4625,13/03/2023 21:59,Tax Intern | Tax,Tax,United Kingdom,Box,University of Namibia (UNAM),Diploma,None,NA,none,0 - 1 years,1044198,1081485,Available immediately,Male,Lgt Bank,Group Accounting Trainee,Entry Level,Contract,Yes,90-100%,Campus Hire,none,3.68
77-799-4625,12/03/2023 9:43,Tax Intern | Tax,Tax,Kenya,Nairobi,University of Namibia (UNAM),Bachelors Degree,None,NA,none,2 - 3 years,657787,931493,Must honour 30 day notice period (or longer),Female,Newark Frontiers Capital Ltd,Loan Officer,Entry Level,Contract,Yes,60-70%,Campus Hire,none,0
77-799-4625,11/03/2023 1:47,Tax Intern | Tax,Tax,Namibia,Windhoek,The International University of Management,Bachelors Degree,None,NA,none,2 - 3 years,1042782,1043425,Available at 1-weeks’ notice,Female,Metropolitan,Independent Contractor,Entry Level,Contract,Yes,60-70%,Campus Hire,none,5.18
77-799-4625,27/03/2023 13:13,Tax Intern | Tax,Tax,Namibia,Windhoek,Namibia University of Science and Technology (NUST),Honours Degree/Honours Equivalent,None,NA,none,1 - 2 years,1079243,968859,Available at 2-weeks’ notice,Male,City Liquor Store,Ordering Clerk/Issuing Clerk,Entry Level,Contract,Yes,60-70%,Campus Hire,none,0
77-799-4625,26/03/2023 15:36,Tax Intern | Tax,Tax,Namibia,Oshakati,Namibia University of Science and Technology (NUST),Bachelors Degree,Academic Record Finish Studying Graduation On May,NA,none,2 - 3 years,1021119,1172682,"Available immediately, Available at 1-weeks’ notice",Female,Access Traiding,Graphic Designer,Entry Level,Contract,Yes,50-60%,Campus Hire,none,0
77-799-4625,10/03/2023 19:18,Tax Intern | Tax,Tax,Namibia,Windhoek,Namibia University of Science and Technology (NUST),Honours Degree/Honours Equivalent,None,NA,none,2 - 3 years,856957,719855,Available at 1-weeks’ notice,Female,Mtc Namibia,"Managing Director, Social Operations",Entry Level,Contract,Yes,60-70%,Campus Hire,none,4.57
